gene,mean_recurrence,meth_vs_exp_R_mean,meth_vs_exp_maxPvalue,age_vs_exp_R,age_vs_exp_Pvalue
COL25A1,0.6997350115932428,-0.3758500840991423,9.866411742541692e-290,-0.0206792463645303,3891.890634099898
NMBR,0.6972507452798941,-0.1307135640533408,1.8493016750305862e-30,0.0097847497673527,5378.306100015651
ISL1,0.695263332229215,-0.1778457032208422,1.2026192167271411e-60,-0.0171398557026985,4353.831784831257
RORA,0.6949320967207685,-0.2902912981458582,1.3988793128210573e-169,0.1459824528958153,0.3868076737043763
PITX2,0.6916197416363035,-0.0271343956959579,85.89946343806793,-0.051309408941839,1084.7157583579508
ASCL1,0.6858231202384896,-0.215478638145347,6.616523508035036e-83,0.0110944755792885,5190.5949844312645
ELOVL4,0.6826763829082477,-0.4024748382436451,0.0,-0.0762495360160897,246.9360406845828
SFTA3,0.6783703212984432,-0.2378448461664253,6.073974851878552e-108,-0.0587079506756193,729.9149101873461
FHL2,0.6743954951970851,-0.3999787326566167,0.0,-0.1011077314631583,37.004997201643775
TLX3,0.671745611129513,-0.1610762250418005,2.429507120480726e-44,-0.018176802141769,4216.113382202332
RIC3,0.671745611129513,-0.6393375666127714,0.0,-0.0280918525806767,3007.471584971099
IGSF9B,0.6700894335872806,-0.4231173570829281,0.0,0.0725845898640387,315.03446935541353
FAM83B,0.6641271944352435,-0.279417363632384,1.8942227964487982e-156,-0.0151886825086458,4617.917077221033
SLC35F1,0.6631334879099039,-0.3480572062773304,1.3079707762104183e-249,0.0006871237735214,6719.407789622722
JAKMIP1,0.6628022524014575,-0.1027825263832907,2.409124730806397e-13,0.1349217481662941,1.369078466931104
SCN3B,0.6624710168930109,-0.3038344092451013,9.087371304398789e-187,-0.032113185093496,2580.338845542136
GALR1,0.6598211328254389,-0.2624127170665464,5.112748115028685e-114,-0.0328504713437171,2506.2776511056727
GPR37,0.6578337197747599,-0.2397643108224842,2.0106571127804567e-113,0.0297935335590112,2821.988385948296
GRIA4,0.6488903610467042,-0.26255298657672,3.1204656918428625e-137,-0.0192532497204416,4075.198111794518
NID1,0.6469029479960252,-0.1037170734585,6.196431533519684e-19,0.0347636677963788,2320.340301032445
ADRA1A,0.6462404769791321,-0.0287794114998813,54.19454761830211,0.0690002797649337,396.2553106446828
DSC3,0.6449155349453461,-0.332306150867374,6.314474152023684e-202,-0.0350513493879737,2293.164629528944
SOX14,0.6435905929115601,-0.0862503948402313,2.420980493381136e-12,0.0216387897746572,3770.793310303077
RASEF,0.6425968863862206,-0.3816126768770157,1.3038383167346919e-304,-0.0358235207195252,2221.2371518471687
CELSR3,0.6419344153693276,-0.047111493402562,14.040409498416352,0.0825358186363547,159.1637384245422
SCIN,0.6416031798608811,-0.1495906337176399,4.577593870560395e-42,-0.0154251833656551,4585.578325132436
RGS7BP,0.640278237827095,-0.1646549145939854,1.4703903129369387e-51,-0.0528971159974849,999.2889336701264
ZDBF2,0.6374627360052998,-0.3588860746808719,5.401938798458801e-264,0.0780282897948596,218.6811115155651
BARX2,0.632991056641272,-0.0352506702583348,7.116161126064987,-0.0127013274744148,4963.10480731475
GPC5,0.6276912885061279,-0.1882042000484755,2.6555915279673703e-68,-0.0319750173171543,2594.366133564893
CTNND2,0.6223915203709838,-0.3612257479327386,1.4993232884706465e-259,-0.0220132262778559,3724.0437531049606
TEAD1,0.621894667108314,-0.1359908425433051,2.9329952952633837e-16,-0.0560863578074914,843.3306766448793
SYCP2L,0.6210665783371977,0.0107751462863551,2589.276903864299,0.0692001783736281,391.3078573893639
TRPA1,0.6177542232527327,0.0439217767130146,0.2689519676061391,0.0282083466434896,2994.5555174043066
SOX9,0.6134481616429281,-0.2007920422993495,3.135828805418679e-78,-0.0447249958242122,1498.3517237965568
GSX1,0.6111295130838026,-0.1444854410637473,5.280476898063268e-35,0.0197195573658442,4014.825504441264
ADAMTSL3,0.6104670420669096,-0.2279104995974994,5.409701302709968e-102,-0.0588093852671585,725.7817844575395
EGFLAM,0.608148393507784,-0.1079168874146916,1.0634096314801571e-20,-0.0444349825248905,1518.8682912921472
FGF14,0.606823451473998,-0.2358449493406405,1.4251426218844038e-109,-0.025259942359833,3331.0993526117286
RFX6,0.6035110963895329,-0.0907193158881197,4.073298105379293e-07,0.0591047539920173,713.8518840446736
TMEM155,0.6035110963895329,-0.1961646653134576,1.6828986484150017e-74,0.047934592081391,1284.4436798137156
DIO3,0.5982113282543888,-0.1832273317519839,1.4705577605685934e-64,-0.0084195103683954,5575.902393382068
RIPPLY2,0.5982113282543888,-0.2824292958784998,9.127291991254121e-121,-0.0216523855065687,3769.090827296037
TBC1D12,0.5978800927459423,-0.1634004776563538,1.0257991193080297e-50,-0.0624917607399672,587.8787597169857
FAM163A,0.5978800927459423,-0.2077199196423151,5.5767518935664665e-84,-0.0564734966081295,825.766897343467
SRRM4,0.5962239152037099,-0.2963785641041214,4.5802648732698487e-169,-0.0171366121049357,4354.26552140032
RHCG,0.5955614441868168,-0.1541199838658446,8.019539188458836e-45,0.014746684521972,4678.588550686
OVOL2,0.5948989731699238,-0.2965495736421036,2.6273620839932536e-177,-0.0180831462514535,4228.473662806481
FGFR2,0.5899304405432262,-0.1011678050346585,6.7530703896536925e-18,0.0111704973025371,5179.759935151268
KCNN2,0.5899304405432262,-0.3166275631895422,7.16165555947103e-204,0.0293087147825053,2874.133137499456
PCDH10,0.5859556144418682,-0.3622029967565648,1.089981683440541e-242,-0.0220499085205414,3719.479334064545
PPARG,0.5852931434249752,-0.3242601216758332,1.7395350375166597e-214,-0.0961628282046286,55.88733010999592
PEX5L,0.5835265540465938,-0.2910543948117168,1.300267518427977e-140,-0.0884092134845364,103.0104402397179
ADAMTS17,0.5834713481285194,-0.2950834385225584,8.284370768365163e-144,-0.0038848992999175,6243.01802203314
SOX2,0.5809870818151706,-0.1403721917131419,9.75884678071916e-37,-0.0284312227629491,2969.9333665703884
FOXQ1,0.5808214640609473,-0.2557591214928897,1.425367938113546e-127,-0.066040421429155,475.778959958824
TRHDE,0.5806558463067241,-0.1315212094818506,6.120332503340837e-32,0.0402305696549952,1839.041967671743
CADPS2,0.5789996687644916,-0.1647611281558511,1.2508270461674944e-51,-0.0182450810355906,4207.112195920719
SERP2,0.578668433256045,-0.5843760238855775,0.0,0.1097592272857332,17.243436573226635
NKX2-1,0.5770122557138125,-0.1577201651242932,3.2678593683245845e-44,-0.0647869725768875,513.1866572939516
ADD2,0.5765154024511427,-0.384193599781586,7.1709009900595886e-301,0.1304100719422952,2.2323904180132343
AFAP1,0.5756873136800265,-0.3503764107448127,3.351388169156313e-253,-0.0002525561461784,6784.289737869233
THAP10,0.574693607154687,-0.2626255937121597,2.5967635466164543e-137,-0.0233923294481306,3554.371244732921
FBLL1,0.574031136137794,-0.417813734604865,0.0,-0.055228228373159,883.2990188399729
PAX1,0.5736999006293475,-0.2125221091112477,2.7987836132241465e-85,-0.080939713268257,178.39996851640765
PDPN,0.571270840234073,-0.0540210830203065,3666.309040050645,0.0220949689183691,3713.876206119509
C12orf56,0.5703875455448824,0.0223654600775888,288.17745217925125,-0.0056588071740851,5980.426505952585
SHISA2,0.5693938390195429,-0.2479381498942574,1.1067596162491088e-121,-0.076914988833472,236.0215617480631
EPHA5,0.5664127194435243,-0.2503422429640313,3.247571256871895e-120,-0.0506245355675476,1123.2240900417316
SYT14,0.5654190129181849,-0.3570408480789567,1.0832622776175795e-263,-0.0146647015981504,4689.875013489897
MLF1,0.5637628353759523,-0.5853396610550594,0.0,0.0081376711366659,5616.916058726359
FGF12,0.5631003643590593,-0.3667224512091885,1.3899207612154054e-257,-0.0487514517910684,1233.7804028185926
IRX4,0.5626035110963896,-0.2798820585471113,1.001837599583688e-117,0.0107891694124683,5234.17768285209
MNX1,0.559622391520371,-0.1696962615347917,7.155457249090374e-33,0.0162654082800411,4471.410623644887
PCDHGB6,0.5587943027492547,-0.3360345874094018,1.7821417160484998e-231,0.1488001070072397,0.2761609070807607
NLRP14,0.5558131831732362,-0.1144522004226903,2.263587430561652e-12,-0.0064892969290592,5858.130146565537
FAM155A,0.5558131831732361,-0.304459530734529,1.3882560743920121e-187,-0.0297225585076485,2829.587008267672
KCNC1,0.5558131831732361,-0.2304377452965068,2.240024311738681e-104,0.025135812831079,3345.70106690214
LYPD1,0.5551507121563432,-0.1533431046266166,2.382107803970154e-44,-0.0333485532955741,2457.000773960142
CDH1,0.5525008280887711,-0.2566660309612282,7.57770355738717e-131,0.0548242374991474,902.6164793671992
GFRA1,0.5491884730043061,-0.3557670398526872,1.227149887811156e-261,0.0009177703126608,6684.977055139505
C20orf85,0.5475322954620735,-0.1423362404175653,7.608978242812647e-38,-0.0213922472728175,3801.730964887652
TMPRSS2,0.547201059953627,-0.121072958644788,1.0947625880144348e-26,-0.024936346503035,3369.23662201652
ERC2,0.5462073534282875,-0.2497661341478227,3.3761214718274965e-104,-0.068909613032321,398.5163351964505
NOL4,0.545876117919841,-0.2012500814951866,1.352302626926722e-78,-0.0479864213582854,1281.184296317221
NKX6-2,0.5451308380258363,-0.1237915259667272,2.2248238309039136e-17,-0.0384425849645838,1988.3006765159064
GPR139,0.5448824113945014,-0.0928537770681629,5.221286958625999e-13,-0.0176851497204679,4281.174219399236
ADAMTS19,0.5447167936402783,-0.256771174004987,4.163179558526205e-106,0.0074844645604055,5712.2395567891945
UGT8,0.543888704869162,-0.2893383845082131,2.0899247742161847e-168,-0.0175640644454261,4297.263333254143
PPP1R14A,0.542563762835376,-0.0967941307523933,3.541206326812281e-16,-0.1121862653336785,13.78327500032119
GALNT9,0.5405763497846969,-0.2307214218529348,1.2049239610562577e-104,0.0376111923521431,2060.3988018539694
LRRTM1,0.5392514077509108,-0.2911691559794326,1.2543295412519221e-170,0.0096604526773497,5396.218325922127
SLC19A3,0.5389201722424644,-0.1903525876697479,6.004364809546258e-70,0.0016382436531613,6577.466874566195
RELN,0.5389201722424644,-0.2266471184080766,3.165753009252552e-85,-0.0043858693183655,6168.694793670788
NRSN1,0.5385889367340179,-0.1613713518798364,2.094648386758762e-49,0.0001654916695782,6797.289602864287
PCDH8,0.5379264657171249,-0.2664426304315379,5.20565451056128e-137,-0.0347669878777697,2320.025501215939
PMP22,0.5377056420448273,-0.1735109458713543,5.211126231804534e-33,-0.0026288216177327,6429.815285408746
GABRA4,0.5372639947002319,-0.1332352102277641,9.604984032929012e-32,0.0069938397982921,5784.06942007869
NPBWR1,0.5372639947002319,0.0149790837719499,1492.9271690607654,-0.0147811955090444,4673.840537573094
MAP7,0.5362702881748923,-0.2308658219306983,9.029379306156797e-105,-0.1200103623012207,6.501497013296226
EBF2,0.535442199403776,-0.1212047947928419,9.884167799164601e-19,-0.0333565656036995,2456.213083920188
PITX3,0.5352765816495528,-0.1066677271423858,1.8373272567415988e-19,0.0056894649141747,5975.90383802421
GPR12,0.5339516396157669,0.1860906846565997,1.5173296609729443e-64,0.0134363410963966,4860.17552602185
BDNF,0.5332891685988738,-0.0799406269378767,2.970443672354749e-10,0.0129982482678573,4921.435572316663
WWC1,0.5309705200397482,-0.2020579967322536,2.9425734827652625e-79,-0.019029145563701,4104.358566629735
DZIP1,0.5309705200397482,-0.313875694328231,4.039205237774434e-200,-0.0353963765711285,2260.8425752705625
RAD21L1,0.530418460859004,-0.0682790844301502,8.296562810245456e-06,-0.0308587333984533,2709.4024612452904
ALX1,0.5296455780059622,0.280573148018756,8.308356779330497e-153,-0.0086941171654692,5536.011426194141
FOXI3,0.5293143424975157,-0.1970735762870381,2.7880620789145647e-36,0.0260560652036798,3238.2698412313257
PTPRT,0.5283206359721763,-0.2677675915052626,5.811159282220669e-143,-0.0259112556353811,3255.0487257160185
RASGRF2,0.5276581649552832,-0.071403251669407,1.1095925084240657e-07,0.0295059878862294,2852.847654133459
PRMT8,0.5266644584299437,-0.157489781266662,6.333806797159761e-47,-0.0437355141038994,1569.174905989334
EGLN3,0.5256707519046042,-0.1872666356017322,1.3680426765266394e-67,0.0306359779659455,2732.720216399547
SKAP1,0.5243458098708181,-0.5328383230720749,0.0,0.1484719286215762,0.2873045316314321
NKX6-1,0.5210334547863531,-0.1842670741391111,4.107510508371661e-50,-0.0037821934675026,6258.269201206879
NXPH1,0.5200397482610136,-0.1529949751145524,3.98753741459951e-44,0.0040094885020577,6224.523443067348
ACVR2A,0.5193772772441205,-0.0281298496577822,65.2065374280637,-0.0229667160909102,3606.308059409355
TFAP2C,0.5170586286849951,-0.2682880408952228,1.3001880372641131e-143,-0.0145395980965077,4707.1174565887095
GDF6,0.5170586286849951,-0.1546396114317496,3.7822348746774104e-45,-0.01803725245668,4234.536266830997
NPHS2,0.516396157668102,-0.0751640512527732,2.1851349869122763e-08,0.0278730917872076,3031.8121960710278
BARHL2,0.514408744617423,-0.1187711893905072,1.0251524396165646e-24,-0.0266155818944811,3173.8869897588165
ADRA2C,0.5127525670751905,-0.3077005764020173,7.578207149474565e-192,-0.0712717457207838,342.9913146103546
ADCY2,0.5127525670751905,-0.2159837105200175,3.879720330174493e-91,-0.045325277543042,1456.518044513674
TEKT3,0.5122557138125207,-0.1077674112652589,6.570917969441844e-20,0.0267210493724292,3161.831032916001
SNX31,0.5120900960582975,-0.0464722009212705,0.0907691168801456,-0.0437433093747181,1568.6078213856242
FOXD3,0.5120900960582975,-0.2235607045324509,6.612823286365558e-73,-0.0043023041812747,6181.084260932245
ENTPD3,0.5094402119907254,-0.3710028220496641,1.672318297700445e-286,-0.051187005542677,1091.5239510424503
CADPS,0.5089433587280556,-0.2711665232106067,6.38421850653696e-145,-0.0012606431764542,6633.803790437275
STK32A,0.5082808877111626,-0.2071486399099575,3.1725853810215786e-66,-0.074857685024103,271.15829152272875
NCKAP1,0.5054653858893673,-0.2326258610967451,1.834710611088144e-106,-0.1264844724457171,3.373844262437591
RXFP3,0.5033675610025395,-0.0507445375581003,0.0433952431504011,-0.0372880778838498,2088.882001229919
DPYSL4,0.5021530308049023,0.1767524567121671,7.266845953575263e-60,0.0205400028853403,3909.61606354409
SIX1,0.5014905597880093,-0.1572122855165978,9.356870004040676e-47,-0.0538072418756415,952.6912325439832
SCNN1G,0.5001656177542233,-0.3009174914839841,5.486523214834541e-183,-0.0060692414899373,5919.928828629112
OTP,0.5001656177542233,0.0781410538555267,2.611023429145585e-09,-0.0245607776844746,3413.789869341711
FADS6,0.4985094402119907,-0.1403740015686408,9.736093062148972e-37,-0.0250984120467775,3350.107352742077
IRF6,0.4985094402119907,-0.5469085532896594,0.0,0.0280420562718442,3013.0023675409016
LAD1,0.4978469691950977,-0.5645155085165311,0.0,-0.0145760129599588,4702.096122680628
OLIG2,0.4965220271613116,-0.1974722263313925,9.709536504453504e-51,0.1087252057888866,18.94521076631922
DOK5,0.4961907916528651,-0.2978344371915719,3.119068811486953e-164,-0.0304792888476229,2749.1940962061262
PLA2R1,0.4942033786021861,-0.3926758605873779,0.0,-0.0543602131321936,925.2057339059124
CCBE1,0.4928784365684001,-0.1411986023584015,5.6310126977812215e-34,-0.0216606459540693,3768.0566224608847
HS6ST3,0.4925472010599536,-0.1195353332692126,6.000189191364939e-26,-0.0277069862666302,3050.36876820044
SYT6,0.4922159655515071,0.1015590774762746,4.698521369369325e-18,-0.020680534039455,3891.7268940228096
RIMS4,0.4922159655515071,-0.3729473350120166,9.019708838838517e-290,-0.029115602827739,2895.0594330923595
GUCY1A2,0.4918847300430606,-0.1766618188297005,3.0014910707975765e-50,-0.0708910856734223,351.4752788728934
CNTN5,0.4902285525008281,-0.1432853390437428,2.1886697479094114e-38,-0.0046831313753153,6124.65044548384
EYA4,0.4902285525008281,-0.2131243585785812,1.076874383163919e-65,-0.067106135563622,445.758623891685
PARD6G,0.4892348459754885,-0.2770870421957266,1.0360305513482036e-153,-0.1513465920988189,0.2025937183635817
HOXC4,0.4885723749585955,0.2250590567093146,2.4374116772085367e-99,0.1543062473218504,0.140450371732926
COL4A2,0.48625372639947,-0.1105452562031345,7.739381768085946e-22,-0.0573536912729793,786.8975113795661
ALDH1A2,0.48625372639947,-0.2474247764126685,3.975958406730166e-121,-0.133882631411859,1.534352238614508
PAX6,0.484928784365684,-0.1072079368715829,2.136247904443364e-20,-0.0659030856813644,479.7653722433468
SCNN1B,0.4845975488572375,-0.1858788159100193,1.52398597786685e-66,-0.0096330173588137,5400.17416348985
FAM169A,0.4845975488572375,-0.0998971508036192,2.1722933193265305e-17,0.1343383694106316,1.459688882333308
GDNF,0.4845975488572375,-0.1600907738540236,1.9079236147346845e-44,-0.0406654879250795,1803.9269500460348
ADCYAP1R1,0.4824445180523352,-0.2442462387002084,1.385831424594404e-89,-0.0400476649431347,1853.9484766290984
LMX1A,0.4822789002981119,-0.1187026196918445,1.4772633751181156e-25,0.0119701648809191,5066.213456376679
GATA5,0.4814508115269957,-0.1324252868554611,2.2481337093910742e-32,0.02946486192811,2857.277426096482
NR2F2,0.4809539582643259,-0.1698692839658249,4.604995947656394e-55,-0.0439711223542372,1552.099255245623
CDO1,0.4809539582643259,-0.5521097366517318,0.0,0.1016076953896534,35.4595901926763
EPB41L3,0.480291487247433,-0.318823288294859,9.934422334376371e-174,0.0800520430265046,189.94207510592776
NEUROG1,0.4802914872474329,-0.0782533451833417,1.5982550406346004e-08,0.0578100819823227,767.3164748166014
HAND1,0.4799602517389864,0.1535476301396766,5.302376540292404e-43,0.035209115443961,2278.3484964786226
THRB,0.4788009274594236,-0.1115056425990345,1.2171042127454878e-07,-0.1414039185209704,0.660140340259321
GJD2,0.4786353097052004,-0.1008068049419189,4.767952405750557e-17,-0.0243476369254853,3439.2124910326347
HTR1B,0.4779728386883073,-0.1756311042538655,4.543147180646027e-59,-0.0149158925805365,4655.326385086296
EFEMP1,0.4779728386883073,-0.1646196285958079,1.5515134591130265e-51,-0.006641143351669,5835.821141709943
XKR6,0.4774759854256376,-0.3830950941645565,1.3553924275562071e-290,0.1376506549722649,1.0110014775913545
CHRM2,0.4769791321629679,-0.011437314152082,2411.698070779341,-0.0696028268090183,381.4979518100963
RGS20,0.4763166611460748,-0.2500378038672654,7.4493174844195455e-124,0.012309753308603,5018.237830740746
HTRA1,0.4763166611460748,-0.0499391944133149,0.0189425544725425,-0.1222871171833314,5.180456141268552
PDGFRA,0.475157336866512,0.0089976212790838,3414.638478151006,-0.0701565664617936,368.3416034157613
SH3GL3,0.4749917191122889,-0.24982811687065,1.3081900725253679e-118,-0.0796621406045707,195.2115546310903
MRAS,0.4739152037098377,-0.08260378764138,1.2771477441135038e-09,0.0278479232678808,3034.6197718440158
CPE,0.4736667770785028,-0.300276582486175,1.37150981969908e-165,-0.0618954063311203,608.6568083600313
PCDHB2,0.4736667770785028,-0.2829967630216379,1.0465295332136099e-160,0.0429579232521782,1626.475444874883
SYNM,0.4730043060616098,-0.1029985668226757,9.546241691325152e-17,0.0508112688628164,1112.6241974805807
LRRC3B,0.4723418350447168,-0.2620116061083188,1.2255727233150524e-136,-0.0238385433211644,3500.3363069838942
SLC24A3,0.4720105995362703,-0.145084186613275,2.058925950890784e-39,-0.1273962333986883,3.0684189767250003
ASCL2,0.4710168930109307,-0.0359791722032533,5.538916110257113,-0.0121364150815131,5042.707766894775
EN2,0.4703544219940377,-0.2470511934413667,9.022772266194063e-121,-0.0581825297316199,751.6227636239037
CPLX1,0.4703544219940377,0.128485692761572,2.2826888247769293e-30,-0.0432259383239556,1606.5612820112192
COBL,0.4700231864855912,-0.3100251863370022,6.144325811470045e-195,-0.0614297686646022,625.2875303388299
SLC34A2,0.4696919509771447,-0.2225607438541121,4.805961104690859e-97,-0.0386263491151168,1972.5959196091987
SLC35F3,0.4693607154686982,-0.3576434454534338,1.1847709136785435e-264,-0.0602508380249993,669.0265029700944
